const beatmap = [
  [1739, 62, 1],
  [211, 370, 2],
  [211, 494, 2],
  [211, 440, 2],
  [211, 370, 2],
  [211, [220, 294], 2],
  [211, 370, 2],
  [211, 440, 2],
  [845, 494, 2],
  [211, 554, 2],
  [211, [370, 587], 2],
  [211, 659, 2],
  [211, 740, 2],
  [211, 587, 2],
  [211, [370, 740], 2],
  [422, 698, 2],
  [211, 554, 2],
  [211, [370, 698], 2],
  [422, 659, 2],
  [211, 523, 2],
  [211, [370, 659], 2],
  [422, 494, 2],
  [211, 554, 2],
  [211, [370, 587], 2],
  [211, 659, 2],
  [211, 740, 2],
  [211, 587, 2],
  [211, 740, 2],
  [211, 988, 2],
  [211, 880, 2],
  [211, 740, 2],
  [211, [440, 587], 2],
  [211, 740, 2],
  [211, 880, 2],
  [845, 370, 2],
  [211, 415, 2],
  [211, [466, 370], 2],
  [211, 494, 2],
  [211, 554, 2],
  [211, 466, 2],
  [211, [554, 370, 466], 4],
  [422, 587, 2],
  [211, 466, 2],
  [211, [587, 370, 466], 4],
  [422, 554, 2],
  [211, 466, 2],
  [211, [554, 370, 466], 4],
  [422, 370, 2],
  [211, 415, 2],
  [211, [466, 370], 2],
  [211, 494, 2],
  [211, 554, 2],
  [211, 466, 2],
  [211, [554, 370, 466], 4],
  [422, 587, 2],
  [211, 466, 2],
  [211, [587, 370, 466], 4],
  [422, 554, 2],
  [422, [370, 466], 2],
  [422, 740, 2],
  [211, 831, 2],
  [211, [932, 740], 2],
  [211, 988, 2],
  [211, 1109, 2],
  [211, 932, 2],
  [211, [1109, 740, 932], 4],
  [422, 1175, 2],
  [211, 932, 2],
  [211, [1175, 740, 932], 4],
  [422, 1109, 2],
  [211, 932, 2],
  [211, [1109, 740, 932], 4],
  [422, 740, 2],
  [211, 831, 2],
  [211, [932, 740], 2],
  [211, 988, 2],
  [211, 1109, 2],
  [211, 932, 2],
  [211, [1109, 740, 932], 4],
  [422, 1175, 2],
  [211, 932, 2],
  [211, [1175, 740, 932], 4],
  [422, 1109, 2],
  [422, [740, 932], 2],
  [422, 247, 2],
  [206, 277, 2],
  [206, [185, 294], 2],
  [206, 330, 2],
  [206, 370, 2],
  [206, 294, 2],
  [206, [185, 370], 2],
  [413, 349, 2],
  [206, 277, 2],
  [206, [185, 349], 2],
  [413, 330, 2],
  [206, 262, 2],
  [206, [185, 330], 2],
  [413, 247, 2],
  [206, 277, 2],
  [206, [185, 294], 2],
  [206, 330, 2],
  [206, 370, 2],
  [206, 294, 2],
  [206, [247, 370], 2],
  [206, 494, 2],
  [206, 440, 2],
  [206, 370, 2],
  [206, [220, 294], 2],
  [206, 370, 2],
  [206, 440, 2],
  [413, [220, 294], 2],
  [413, 494, 2],
  [202, 554, 2],
  [202, [370, 587], 2],
  [202, 659, 2],
  [202, 740, 2],
  [202, 587, 2],
  [202, [370, 740], 2],
  [405, 698, 2],
  [202, 554, 2],
  [202, [370, 698], 2],
  [405, 659, 2],
  [202, 523, 2],
  [202, [370, 659], 2],
  [405, 494, 2],
  [200, 554, 2],
  [195, [370, 587], 2],
  [191, 659, 2],
  [187, 740, 2],
  [183, 587, 2],
  [180, 740, 2],
  [176, 988, 2],
  [173, 740, 2],
  [169, 587, 2],
  [166, [494, 587, 740], 4],
  [163, 988, 2],
  [160, 494, 2],
  [631, [988, 988], 2],
  [157, 1109, 2],
  [157, 1175, 2],
  [157, 1319, 2],
  [157, [1480, 988], 2],
  [157, 1175, 2],
  [157, 1480, 2],
  [315, [1397, 988], 2],
  [157, 1109, 2],
  [157, 1397, 2],
  [315, [1319, 988], 2],
  [157, 1047, 2],
  [157, 1319, 2],
  [315, [988, 988], 2],
  [157, 1109, 2],
  [157, 1175, 2],
  [157, 1319, 2],
  [157, [1480, 988], 2],
  [157, 1175, 2],
  [157, 1480, 2],
  [157, 1976, 2],
  [157, [1760, 880, 1175], 4],
  [157, 1480, 2],
  [157, 1175, 2],
  [157, 1480, 2],
  [157, [1760, 880, 1175], 3],
  [631, [988, 988], 2],
  [157, 1109, 2],
  [157, 1175, 2],
  [157, 1319, 2],
  [157, [1480, 988], 2],
  [157, 1175, 2],
  [157, 1480, 2],
  [315, [1397, 988], 2],
  [157, 1109, 2],
  [157, 1397, 2],
  [315, [1319, 988], 2],
  [157, 1047, 2],
  [157, 1319, 2],
  [315, [988, 988], 2],
  [157, 1109, 2],
  [157, 1175, 2],
  [157, 1319, 2],
  [157, [1480, 988], 2],
  [157, 1175, 2],
  [157, 1480, 2],
  [157, 1976, 2],
  [157, [1760, 880, 1175], 4],
  [157, 1480, 2],
  [157, [880, 1175], 2],
  [157, 1480, 2],
  [157, [1760, 880, 1175], 3],
  [631, [1480, 1480], 2],
  [157, 1661, 2],
  [157, 1865, 2],
  [157, 1976, 2],
  [157, [2217, 1109, 1480], 4],
  [157, 1865, 2],
  [157, [2217, 1109, 1480], 3],
  [315, [2349, 1175, 1480], 3],
  [157, 1865, 2],
  [157, [2349, 1480, 1865], 3],
  [315, [2217, 1109, 1480], 3],
  [157, 1865, 2],
  [157, [2217, 1109, 1480], 3],
  [315, [1480, 1480], 2],
  [157, [1661, 1480], 2],
  [157, [1865, 1480], 2],
  [157, [1976, 1480], 2],
  [157, [2217, 1109, 1480], 3],
  [157, [1865, 1109, 1480], 3],
  [157, [2217, 1109, 1480], 3],
  [315, [2349, 1175, 1480], 3],
  [157, [1865, 1175, 1480], 3],
  [157, [2349, 1175, 1480], 3],
  [315, [2217, 1109, 1480], 3],
  [631, [1480, 1480], 2],
  [157, 1661, 2],
  [157, 1865, 2],
  [157, 1976, 2],
  [157, [2217, 1109, 1480], 4],
  [157, 1865, 2],
  [157, [2217, 1109, 1480], 3],
  [315, [2489, 1245, 1480], 3],
  [157, 1865, 2],
  [157, [2489, 1480, 1865], 3],
  [315, [2217, 1109, 1480], 3],
  [157, 1865, 2],
  [157, [2217, 1109, 1480], 3],
  [315, [1480, 1480], 2],
  [157, [1661, 1480], 2],
  [157, [1865, 1480], 2],
  [157, [1976, 1480], 2],
  [157, [2217, 1109, 1480], 3],
  [157, [1865, 1109, 1480], 3],
  [157, [2217, 1109, 1480], 3],
  [315, [2489, 1245, 1480], 3],
  [157, [1865, 1245, 1480], 3],
  [157, [2489, 1245, 1480], 3],
  [315, [2217, 1109, 1480], 3],
  [631, [988, 988], 2],
  [150, 1109, 2],
  [150, 1175, 2],
  [150, 1319, 2],
  [150, [1480, 988], 2],
  [150, 1175, 2],
  [150, 1480, 2],
  [300, [1397, 988], 2],
  [150, 1109, 2],
  [150, 1397, 2],
  [300, [1319, 988], 2],
  [150, 1047, 2],
  [150, 1319, 2],
  [300, [988, 988], 2],
  [150, 1109, 2],
  [150, 1175, 2],
  [150, 1319, 2],
  [150, [1480, 988], 2],
  [150, 1175, 2],
  [150, 1480, 2],
  [150, 1976, 2],
  [150, [1760, 880, 1175], 4],
  [150, 1480, 2],
  [150, 1175, 2],
  [150, 1480, 2],
  [150, [1760, 880, 1175], 3],
  [600, [988, 988], 2],
  [146, [1109, 988], 2],
  [146, [1175, 988], 2],
  [146, [1319, 988], 2],
  [146, [1480, 988], 2],
  [146, [1175, 988], 2],
  [146, [1480, 988], 2],
  [292, [1397, 988], 2],
  [146, [1109, 988], 2],
  [146, [1397, 988], 2],
  [292, [1319, 988], 2],
  [146, [1047, 988], 2],
  [146, [1319, 988], 2],
  [292, [988, 988], 2],
  [146, [1109, 988], 2],
  [146, [1175, 988], 2],
  [146, [1319, 988], 2],
  [146, [1480, 988], 2],
  [142, [1175, 988], 2],
  [142, [1480, 988], 2],
  [139, [1976, 988], 2],
  [139, [1480, 988], 2],
  [136, 1175, 2],
  [136, 1480, 2],
  [136, 1976, 2],
  [136, 988, 2],
  [624, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [771, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [692, 494, 2],
  [115, 554, 2],
  [115, 587, 2],
  [115, 659, 2],
  [115, 740, 2],
  [115, 587, 2],
  [115, 740, 2],
  [115, 988, 2],
  [115, 932, 2],
  [115, 740, 2],
  [115, 932, 2],
  [115, 1109, 2],
  [115, 988, 2],
  [540, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [771, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [692, 988, 2],
  [115, 1109, 2],
  [115, 1175, 2],
  [115, 1319, 2],
  [115, 1480, 2],
  [115, 1175, 2],
  [115, 1480, 2],
  [115, 1976, 2],
  [115, 1865, 2],
  [115, 1480, 2],
  [115, 1865, 2],
  [115, 2217, 2],
  [115, 1976, 2],
  [540, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [771, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [771, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [55, 1661, 2],
  [64, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [55, 1661, 2],
  [64, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [230, 1661, 2],
  [41, 1760, 2],
  [14, 1661, 2],
  [54, [1865, 1760], 2],
  [40, [1175, 1976], 2],
  [38, 1865, 2],
  [40, [1175, 1976], 2],
  [55, 1661, 2],
  [64, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [55, 1661, 2],
  [64, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
  [2156, 1661, 2],
  [41, 1760, 2],
  [69, 1865, 2],
  [40, [1175, 1976], 2],
];
